Primary_Sponsor,Direct_Sponsors,Project_Wbs_Id,G_C,Profit_Center_Id,Sponsor_Contract_Number,Supervisor,Project_W,Project_Wbs Expiration_D,Fytd_Amount,Auth_Total,Unexpended_Balance
"011407
Sanofi-Aventis Deutschland GmbH",011407 Sanofi-Aventis Deutschland GmbH,6930237,C,P069400,AGREEMENT DATED 05/14/2014:  PO 45032255,Strano /Michael S.,05/14/14,05/31/16,3083,966458,0
,,6931385,C,P061901,PO D09/4503224757,Anderson /Daniel Griffith,11/14/14,11/15/17,584933,1314695,160743
,Total by Primary Sponsor,,,,,,,,588016,2281153,160743
"011409 ATCC
Global",011409 ATCC Global,6933718,C,P151065,"AGMT DTD MARCH 1, 2016",Boyer /Laurie Ann,10/01/15,09/30/16,80304,156000,0
,Total by Primary Sponsor,,,,,,,,80304,156000,0
011419 Private Enterprise Development in Low-Income Countries,011419 Private Enterprise Development in Low-Income Countrie,6929645,C,P091000,CONTRACT NO. MRG002_1255,Townsend /Robert,11/01/13,06/30/16,-8772,286008,0
,Total by Primary Sponsor,,,,,,,,-8772,286008,0
"011429 The ALS
Therapy Alliance, Inc.","011429 The ALS
Therapy Alliance, Inc.",6927800,C,P151036,2013-S-001,Horvitz /Howard Robert,05/10/13,08/31/16,11648,241666,0
,Total by Primary Sponsor,,,,,,,,11648,241666,0
"011434 NOF
Corporation",011434 NOF Corporatio,6928295,C,P061901,AGREEMENT DATED 9/15/13,Edelman /Elazer R,09/15/13,12/31/16,15319,966055,0
,Total by Primary Sponsor,,,,,,,,15319,966055,0
"011437 The
Sontag Foundatio",011437 The Sontag Foundation,6928784,C,P152000,AGRMT DTD 10/10/13,Pentelute /Bradley L.,10/01/13,09/30/17,170009,600000,18200
,Total by Primary Sponsor,,,,,,,,170009,600000,18200
"011452
Transamerica Capital Inc",011452 Transamerica Capital Inc,6927764,C,P069501,AGMT. DTD,Coughlin /Joseph F,05/01/13,07/30/17,569327,1200000,-145077
,Total by Primary Sponsor,,,,,,,,569327,1200000,-145077
011454 Intel Corporation,011454 Intel Corporatio,6931195,C,P039010,MEDIA LAB CONSORTIA,Ishii /Hiroshi,01/01/15,12/31/15,0,140000,0
,,6933189,C,P060600,AGMT DTD 1/1/2016,Chandrakasan /Anantha P,01/01/16,06/30/17,50832,100000,-125
,,6934957,C,P067952,AGREEMENT EFF. 09/15/2016,Katabi /Dina,09/15/16,05/14/17,77470,110000,32530
,,6936109,C,P065005,AGMT DTD. 03/24/17,Sarma /Sanjay E,04/17/17,11/30/17,12369,190000,177631
,Total by Primary Sponsor,,,,,,,,140670,540000,210036
"011469 Norco Conservation, LLC","011469 Norco Conservation, LLC",6931921,C,P069850,AGRMT DTD 6/1/15,Sadoway /Donald Robert,06/01/15,05/30/17,107237,152164,-1670
,Total by Primary Sponsor,,,,,,,,107237,152164,-1670
"011472
Schlumberger-Dol Research Center","011472
Schlumberger-Doll Research Center",6928378,C,P065005,AGMT DTD 08/13/2013,McKinley /Gareth H,04/01/13,02/28/17,9838,339000,0
,,6929193,C,P065005,AGMT. DTD. 12/24/13,Reis /Pedro Miguel,01/01/14,12/31/15,-167,172771,0
,Total by Primary Sponsor,,,,,,,,9671,511771,0
011474 Servico Nacional de Aprendizagem Industrial (SENAI),011474 Servico Naciona de Aprendizagem Industrial (SENAI),6929664,C,P060300,AGREEMENT DATED 02/04/2014,Lester /Richard K,05/05/14,08/31/17,952173,3540482,649341
,Total by Primary Sponsor,,,,,,,,952173,3540482,649341
"011488
Massachusetts Mutual Life Insurance Company (MassMutual)",011488 Massachusetts Mutual Life Insurance Company (MassMutual),6928569,C,P122170,PECM PROJECT,Brynjolfsson /Erik,06/01/13,06/30/14,0,97729,0
,,6930312,C,P122170,PECM PROJECT,Brynjolfsson /Erik,06/01/13,05/31/15,0,100000,0
,,6932080,C,P122170,PECM PROJECT,Urban /Glen L,04/01/15,03/31/16,0,150000,0
,,6932081,C,P122170,PECM PROJECT,Siegel /Michael D,04/01/15,03/31/16,0,100000,0
,,6933525,C,P122170,PECM PROJECT,Westerman /George F,10/01/15,05/31/16,1,0,-75527
,Total by Primary Sponsor,,,,,,,,1,447729,-75527
011490 Tata Consultancy Services,011490 Tata Consultancy Services,6933519,C,P039010,MEDIA LAB CONSORTIA,Raskar /Ramesh,01/01/16,12/31/20,59730,91288,15139
,,6936521,C,P036000,MEDIA LAB CONSORTIA,Rahwan /Iyad,09/01/17,08/31/19,0,158712,158712
,Total by Primary Sponsor,,,,,,,,59730,250000,173851
"011491 Mahindra & Mahindra, Ltd.","011491 Mahindra & Mahindra, Ltd.",6933169,C,P065005,AGMT DATED 01/14/2016,Winter /Amos G,09/01/15,08/31/18,17094,300000,253111
,Total by Primary Sponsor,,,,,,,,17094,300000,253111
011504 Lung Cancer Research Foundation,011504 Lung Cancer Research Foundation,6932857,C,P402000,2015 AWARD,Tammela /Tuomas,11/01/15,10/31/16,24329,75000,0
,,6932895,C,P402000,,Li /Li En,11/01/15,10/31/16,20931,75000,0
,Total by Primary Sponsor,,,,,,,,45260,150000,0
011506 Laura and John Arnold Foundation,011506 Laura and John Arnold Foundation,6928809,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,08/31/17,506972,542574,-697276
,,6928810,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,08/31/17,28581,52690,-83682
,,6928811,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,12/31/17,635784,664600,-251879
,,6929158,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,08/31/17,3960,4400,-4889
,,6929159,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,12/31/17,469521,1148254,192080
,,6929626,C,P091000,AGMT. DTD. 04/14/14,Angrist /Joshua,04/01/14,12/31/17,52539,359946,-40602
,,6932261,C,P091020,AGMT. DATED 6/30/2015,Finkelstein /Amy,07/14/15,06/30/20,347900,278720,-190458
,,6932510,C,P091020,LTR DTD 8/5/15,Finkelstein /Amy,04/01/15,02/15/22,44521,650759,"470,053"
,,6933547,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/15,12/31/17,75246,399283,270782
,,6933548,C,P091020,AGMT. DTD. 10/18/13,Finkelstein /Amy,09/01/13,12/31/17,2141,25000,16488
,,6934072,C,P091020,LTR DTD 8/5/15,Finkelstein /Amy,04/01/15,02/15/22,114050,228560,5559
,,6934793,C,P091020,AGMT. DATED 6/30/2015,Finkelstein /Amy,07/01/16,06/30/20,43352,400000,356648
,,6935340,C,P091020,AGMT DTD 12/9/2016,Duflo /Esther,01/01/17,12/31/17,36129,486000,449871
,Total by Primary Sponsor,,,,,,,,2360696,5240786,492695
011529 Jaguar Land Rover Limite,011529 Jaguar Land Rover Limited,6931127,C,P065005,AGRMNT DTD 9/1/14 / PO 4200023702,Sarma /Sanjay E,09/01/14,02/28/17,287308,467513,0
,,6931374,C,P069501,AGREEMENT EFFECTIVE 01/01/2015,Coughlin /Joseph F,03/01/15,08/31/16,0,114000,-555
,Total by Primary Sponsor,,,,,,,,287308,581513,-555
"011533 Lifan Industry (Group) Co., Ltd.","011533 Lifan Industry (Group) Co., Ltd.",6928491,C,P065005,AGMT DTD 8/1/2013,Wong /Victor W,09/10/13,05/31/16,45797,239145,0
,Total by Primary Sponsor,,,,,,,,45797,239145,0
"011545 Breast Cancer Alliance, Inc.","011545 Breast Cancer Alliance, Inc.",6929191,C,P402000,2014 EXCEPTIONAL PROJECT AWARD,Yaffe /Michael B,01/01/14,12/31/16,8971,70013,0
,Total by Primary Sponsor,,,,,,,,8971,70013,0
"011547 Morgan, Lewis & Bockius LLP","011547 Morgan, Lewis Bockius LLP",6929069,C,P069501,GRANT AGREEMENT DTD. 1/2/14,Coughlin /Joseph F,12/19/13,01/17/17,626915,3168000,0
,Total by Primary Sponsor,,,,,,,,626915,3168000,0
011550 Harvard University - Weiss Family Program,011550 Harvard University - Weiss Family Program,6933904,C,P091020,RESEARCH PROJECT AGREEMENT #6,Duflo /Esther,12/08/15,12/31/16,25848,39450,0
,,6933905,C,P091020,RESEARCH PROJECT AGREEMENT #6,Olken /Benjamin,12/09/15,12/31/16,-4382,36500,0
,,6933906,C,P091020,RESEARCH PROJECT AGREEMENT #6,Duflo /Esther,12/10/15,09/01/17,0,30000,10435
,,6933907,C,P091020,RESEARCH PROJECT AGREEMENT #6,Duflo /Esther,12/09/15,12/31/16,-675,10200,0
,,6934595,C,P091020,RESEARCH PROJECT AGREEMENT #7,Duflo /Esther,06/16/16,06/30/17,34760,38795,"4,035"
,,6935379,C,P091020,RESEARCH PROJECT AGREEMENT #7,Duflo /Esther,06/08/16,06/30/17,26175,39630,13455
,,6935608,C,P091020,RESEARCH PROJECT AGREEMENT #08,Banerjee /Abhijit,12/12/16,12/31/17,6179,8856,2677
,,6935609,C,P091020,RESEARCH PROJECT AGREEMENT #08,Schilbach /Frank,01/05/17,12/31/17,23499,59876,36377
,,6936514,C,P091020,LTR DTD 5/9,Duflo /Esther,03/13/17,03/31/18,0,38000,38000
,Total by Primary Sponsor,,,,,,,,111404,301307,104979
"011551 FDR -
Foundation for Dystonia Researc","011551 FDR -
Foundation for Dystonia Research",6929070,C,P151002,AGMT DATED 1/1/14,Schwartz /Thomas,01/01/14,12/31/15,741,115164,0
,Total by Primary Sponsor,,,,,,,,741,115164,0
011564 London Eye Hospital,011564 London Eye Hospital,6929619,C,P152000,AGRMT DTD 3/21/14,Johnson /Jeremiah A.,01/01/14,08/31/18,305504,699773,-56668
,Total by Primary Sponsor,,,,,,,,305504,699773,-56668
011568 Rio Tinto,011568 Rio Tinto,6930074,C,P069850,"AGREEMENT DATED
1/1/14",Kirchain /Randolph E,01/01/14,12/31/17,250988,1086716,199134
,Total by Primary Sponsor,,,,,,,,250988,1086716,199134
"011602
Connecticut Children's Medical Center",011602 Connecticut Children's Medical Center,6928806,C,P152000,14-038008-01-02,So /Peter T. C.,10/01/13,09/30/16,-8599,170000,0
,Total by Primary Sponsor,,,,,,,,-8599,170000,0
011628 Skolkovo Institute of Scienc and Technology,011628 Skolkovo Institu of Science and Technology,6925426,C,P402000,AGREEMENT DATED 10/1/13,Jacks /Tyler E,10/01/13,01/23/19,-1090,37500,0
,,6928731,C,P402000,182-MRA,Anderson /Daniel Griffith,10/01/13,01/23/19,0,0,0
,,6928732,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,30,0,-30
,,6929086,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,0,100,100
,,6929354,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,2718,996741,-7296
,,6929355,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,764909,3082866,22442
,,6929356,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,0,28876,25
,,6929357,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,0,49835,1289
,,6929358,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,0,8878,0
,,6929359,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,0,21309,1289
,,6929360,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,0,6419,0
,,6929363,C,P402000,AGREEMENT DATED 10/1/13,Sharp /Phillip A,10/01/13,01/23/19,0,40000,-68
,,6929364,C,P402000,AGREEMENT DATED 10/1/13,Sharp /Phillip A,10/01/13,01/23/19,0,317510,-82
,,6929401,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,0,213320,0
,,6929402,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,0,205351,-47
,,6929403,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,0,161211,0
,,6929404,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,8440,343807,-843
,,6929406,C,P069200,AGREEMENT DATED 10/1/13,Bhatia /Sangeeta N,10/01/13,01/23/19,0,502548,1288
,,6929408,C,P069201,AGREEMENT DATED 10/1/13,Chen /Jianzhu,10/01/13,01/23/19,-733,160270,0
,,6929409,C,P069201,AGREEMENT DATED 10/1/13,Chen /Jianzhu,10/01/13,01/23/19,-1271,160270,0
,,6929410,C,P069201,AGREEMENT DATED 10/1/13,Chen /Jianzhu,10/01/13,01/23/19,-3682,160271,0
,,6929412,C,P069201,AGREEMENT DATED 10/1/13,Klibanov /Alexander M,10/01/13,01/23/19,6138,346101,0
,,6929413,C,P069201,AGREEMENT DATED 10/1/13,Klibanov /Alexander M,10/01/13,01/23/19,283,246101,0
,,6929415,C,P069201,AGREEMENT DATED 10/1/13,Langer /Robert S,10/01/13,01/23/19,0,193632,-126
,,6929420,C,P069201,AGREEMENT DATED 10/1/13,Langer /Robert S,10/01/13,01/23/19,42912,193632,-582
,,6929421,C,P069201,AGREEMENT DATED 10/1/13,Langer /Robert S,10/01/13,01/23/19,22723,193633,10893
,,6929425,C,P402000,AGREEMENT DATED 10/1/13,Jacks /Tyler E,10/01/13,01/23/19,-4097,105504,0
,,6929427,C,P402000,AGREEMENT DATED 10/1/13,Anderson /Daniel Griffith,10/01/13,01/23/19,120042,429012,47723
,,6929900,C,P069850,186-MRA,Thompson /Carl Vernette,10/01/13,12/31/17,56,874105,874105
,,6929901,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,78573,0,-386939
,,6929902,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,45926,0,-182481
,,6929903,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,7970,0,-20787
,,6929910,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,0,644442,641728
,,6929911,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,113116,0,-144526
,,6929912,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,7543,0,-249454
,,6929913,C,P069850,AGREEMENT DATED 10/1/13,Thompson /Carl Vernette,10/01/13,12/31/17,13445,0,-157615
,,6929920,C,P069850,AGREEMENT DATED 10/1/13,Shao-Horn /Yang,10/01/13,12/31/17,0,652599,652568
,,6929921,C,P069850,AGREEMENT DATED 10/1/13,Shao-Horn /Yang,10/01/13,12/31/17,27937,0,-147570
,,6929922,C,P069850,AGREEMENT DATED 10/1/13,Shao-Horn /Yang,10/01/13,12/31/17,114114,0,-334009
,,6929923,C,P069850,AGREEMENT DATED 10/1/13,Shao-Horn /Yang,10/01/13,12/31/17,48733,0,-173472
,,6929930,C,P069850,AGREEMENT DATED 10/1/13,Tuller /Harry L,10/01/13,12/31/17,0,664785,664785
,,6929933,C,P069850,AGREEMENT DATED 10/1/13,Tuller /Harry L,10/01/13,12/31/17,141968,0,-608738
,,6929940,C,P069850,AGREEMENT DATED 10/1/13,Chiang /Yet-Ming,10/01/13,12/31/17,0,519782,519782
,,6929941,C,P069850,AGREEMENT DATED 10/1/13,Chiang /Yet-Ming,10/01/13,12/31/17,160308,0,-510581
,,6929942,C,P069850,AGREEMENT DATED 10/1/13,Chiang /Yet-Ming,10/01/13,12/31/17,0,0,-6003
,,6929950,C,P069850,AGREEMENT DATED 10/1/13,Carter /W Craig,10/01/13,12/31/16,0,141747,141747
,,6929954,C,P069850,AGREEMENT DATED 10/1/13,Carter /W Craig,10/01/13,12/31/16,0,0,"139,210"
,,6929960,C,P069850,AGREEMENT DATED 10/1/13,Hammond /Paula T,10/01/13,12/31/16,0,198875,198875
,,6929961,C,P069850,AGREEMENT DATED 10/1/13,Hammond /Paula T,10/01/13,12/31/16,1838,0,-75797
,,6929962,C,P069850,AGREEMENT DATED 10/1/13,Hammond /Paula T,10/01/13,12/31/16,12239,0,-113442
,,6929970,C,P069850,AGREEMENT DATED 10/1/13,Cummins /Christopher C,10/01/13,12/31/17,0,383737,383737
,,6929971,C,P069850,AGREEMENT DATED 10/1/13,Cummins /Christopher C,10/01/13,12/31/17,112990,0,-340453
,,6929972,C,P069850,AGREEMENT DATED 10/1/13,Cummins /Christopher C,10/01/13,12/31/17,0,0,-4808
,,6929980,C,P069850,AGREEMENT DATED 10/1/13,Kolpak /Alexie M.,10/01/13,12/31/17,0,395333,395333
,,6929982,C,P069850,AGREEMENT DATED 10/1/13,Kolpak /Alexie M.,10/01/13,12/31/17,134693,0,-232924
,,6929983,C,P069850,AGREEMENT DATED 10/1/13,Kolpak /Alexie M.,10/01/13,12/31/17,75281,0,-154169
,,6931099,C,P069201,AGREEMENT DATED 10/1/13,Sasisekharan /Ram,10/01/13,01/23/19,101368,1445874,306142
,,6933160,C,P065005,NO. 1076- MRA DATED 07/01/2015,Turitsyn /Konstantin,01/01/15,12/31/17,1572,191097,4010
,,6933278,C,P068700,NO. 1076- MRA DATED 07/01/2015,Roozbehani /Mardavij,01/01/15,12/31/16,-25898,527582,0
,,6933279,C,P267300,NO. 1076- MRA DATED 07/01/2015,Leeb /Steven B,01/01/15,12/31/16,0,130201,-160
,,6933491,C,P267300,NO. 1076- MRA DATED 07/01/2015,Kirtley /James L,01/01/15,12/31/17,16398,95838,63676
,,6933492,C,P267110,NO. 1076- MRA DATED 07/01/2015,Perreault /David J,01/01/15,12/31/16,0,130062,0
,,6935255,C,P065005,AGMT DTD 12/1/2016,Turitsyn /Konstantin,09/01/16,11/30/19,113821,765228,651407
,,6935263,C,P065003,AGMT DTD 12/1/2016,Youcef-Toumi /Kamal,09/01/16,11/30/19,81203,695908,614705
,,6935275,C,P400600,1924/R,Zhang /Feng,09/01/16,11/30/19,0,250000,250000
,,6935278,C,P152000,1914/R,Nelson /Keith Adam,09/01/16,11/30/19,94988,166800,71812
,,6935280,C,P060600,1915/R,Velasquez-Heller /Luis Fernand,12/01/16,11/30/19,35010,369075,"334,065"
,,6935283,C,P402000,TBD,Anderson /Daniel Griffith,12/01/16,11/30/19,31286,409507,378221
,,6935284,C,P267110,RES. AGMT. NO. 1910/R,White /Jacob K,09/01/16,11/30/19,162691,376875,214184
,,6935297,C,P165000,1911/R,Bathe /Mark,09/01/16,11/30/19,52248,492945,440697
,,6935298,C,P065004,1912/R,Hart /Anastasios John,09/01/16,11/30/19,163713,731395,567682
,,6935299,C,P065004,1913/R,Buonassisi /Anthony,09/01/16,11/30/19,86748,744891,658143
,,6935320,C,P069850,1919/R,Gedik /Nuh,09/01/16,11/30/19,99900,733967,634067
,,6935321,C,P069850,1919/R,Chiang /Yet-Ming,09/01/16,11/30/19,25822,733988,708166
,,6935332,C,P068000,,Li /Ju,09/01/16,11/30/19,144123,166453,22329
,,6935424,C,P267110,AGMT NO. 1920/R,Daniel /Luca,09/01/16,11/30/19,29346,366802,337456
,,6935425,C,P267500,AGMT NO. 1921/R,Berggren /Karl K,09/01/16,11/30/19,4706,357101,352395
,,6935772,C,P402000,182-MRA,Anderson /Daniel Griffith,01/01/17,01/23/19,458551,0,-458551
,Total by Primary Sponsor,,,,,,,,3731650,22561690,6716050
011631 Airbus SA,011631 Airbus SAS,6930365,C,P061093,AGREEMENT DTD 9/1/14 PO 1100103234,Wardle /Brian L,09/01/14,08/31/17,66430,204168,16546
,Total by Primary Sponsor,,,,,,,,66430,204168,16546
"011638
Heising-Simons Foundation",011638 Heising-Simons Foundation,6932507,C,P158000,GRANT 2015-076,Formaggio /Joseph A,09/01/15,08/31/18,311978,675692,206099
,,6935806,C,P158000,GRANT #2017-229,Conrad /Janet Marie,04/01/17,09/01/20,0,524973,524973
,,6936339,C,P158000,GRANT #2017-243,Perez /Kerstin M.,06/01/17,05/31/18,3643,308274,304631
,,6936587,C,P158000,GRANT #2017-243,Perez /Kerstin M.,06/01/17,06/30/18,0,261743,261743
,Total by Primary Sponsor,,,,,,,,315621,1770682,1297446
"011655
International Growth Centre",011655 International Growth Centre,6931370,C,P091020,"REF:
1-VRF-VPAK-VXXXX-8910",Olken /Benjamin,03/01/14,12/31/17,6907,61000,"7,447"
,,6931651,C,P091020,"REF:
1-VRF-VPAK-VXXXX-8910",Olken /Benjamin,03/01/14,12/31/17,0,65000,31270
,,6931652,C,P091020,"REF:
1-VRF-VPAK-VXXXX-8910",Olken /Benjamin,03/01/14,12/31/17,8512,50000,38985
,,6933836,C,P091020,"1-VCS-VCCN-VXXXX-4730
2",Olken /Benjamin,11/01/15,09/30/16,9453,9720,267
,,6934692,C,P091020,1-VCI-VPAK-VXXXX-37401,Olken /Benjamin,06/01/16,03/31/17,24318,15215,-9102
,Total by Primary Sponsor,,,,,,,,49189,200935,68867
"011657
Anheuser-Busch InBev",011657 Anheuser-Busc InBev,6934668,C,P069500,PO #4800403204/EFFECTIVE 2/1/2016,Caplice /Christopher,02/01/16,08/31/17,152310,210000,57690
,,6934744,C,P068700,AGMT. DTD. 8/1/16,Karaman /Sertac,08/01/16,12/31/16,214590,214590,0
,,6934909,C,P068700,AGMT. DTD. 8/1/16,Karaman /Sertac,08/01/16,12/31/16,35400,35400,0
,,6935328,C,P063007,PO 4800409421,Simchi-Levi /David,09/01/16,08/31/17,161671,160359,-1312
,,6936184,C,P121012,PO#480041976,Bertsimas /Dimitris J,02/01/17,01/31/19,19146,600000,580854
,Total by Primary Sponsor,,,,,,,,583116,1220349,637233
011677 Enel Ingegneria e Ricerca S.p.A.,011677 Enel Ingegneria e Ricerca S.p.A.,6929029,C,P320000,ENEL COMITES PROGRAM RESEARCH AGR EFF 5/1/2013,Stoner /Robert,05/01/13,03/31/15,0,224217,0
,Total by Primary Sponsor,,,,,,,,0,224217,0
"011685 Samsung Information Systems America, Inc.","011685 Samsung Information Systems America, Inc.",6929854,C,P039010,AGMT DATED 4/1/14,Lieberman /Henry A,04/01/14,09/30/14,0,74557,0
,Total by Primary Sponsor,,,,,,,,0,74557,0
"011689 BASF
Corporation","011689 BASF
Corporation",6927058,C,P063007,"AGMT DTD DEC 14, 2012",Buehler /Markus J,12/31/12,12/31/16,47989,449786,0
,,6932148,C,P267110,AGMT EFF. 8/31/15,Shao-Horn /Yang,08/01/15,07/31/17,136334,420000,92047
,Total by Primary Sponsor,,,,,,,,184324,869786,92047
011693 Versalis S.p.A.,011693 Versalis S.p.A.,6929077,C,P320000,5210000541,Stephanopoulos /Gregory,01/01/14,12/31/16,-6180,751250,0
,Total by Primary Sponsor,,,,,,,,-6180,751250,0
011694 Melanoma Research Alliance Foundation,011694 Melanoma Research Alliance Foundation,6929852,C,P402000,306833,Irvine /Darrell J,05/15/14,05/14/18,50947,250000,42243
,,6929877,C,P402000,306833,Irvine /Darrell J,05/15/14,05/14/18,112192,250000,88573
,,6929878,C,P402000,306833,Irvine /Darrell J,05/15/14,05/14/18,128756,250000,37911
,,6931790,C,P402000,348256,Lees /Jacqueline,05/01/15,04/30/16,0,95644,0
,,6934235,C,P402000,348256,Lees /Jacqueline,05/01/15,04/30/17,128880,129356,-5922
,,6936356,C,P402000,348256,Lees /Jacqueline,05/01/17,04/30/18,8960,112500,103540
,Total by Primary Sponsor,,,,,,,,429735,1087500,266345
"011701
MassDevelopmen","011701
MassDevelopment",6930255,C,P060300,"AGREEMENT EFFECTIVE
2/1/14",Lester /Richard K,02/01/14,05/31/16,-548,280964,0
,Total by Primary Sponsor,,,,,,,,-548,280964,0
"011723 Takeda Pharmaceuticals U.S.A., Inc.",011723 Takeda Pharmaceuticals U.S.A. Inc.,6929560,C,P159300,PO 4000025895,Tsai /Li-Huei,07/01/14,06/30/16,10250,480000,0
,Total by Primary Sponsor,,,,,,,,10250,480000,0
"011729
Sustainable Insight Capital Management",011729 Sustainable Insight Capital Management,6929755,C,P159400,AGREEMENT DATED 05/01/2014,Prinn /Ronald G,05/01/14,04/30/17,10940,30000,-117
,Total by Primary Sponsor,,,,,,,,10940,30000,-117
011731 Crucell Holland B.V.,011731 Crucell Holland B.V.,6933420,C,P069201,P22084338R,Weiss /Ron,12/15/15,04/30/17,67735,88811,1073
,,6933464,C,P069201,011731 CRUCELL HOLLAND B.V.,Weiss /Ron,12/15/15,04/30/17,172703,403157,0
,,6933465,C,P402000,011731 CRUCELL HOLLAND B.V.,Irvine /Darrell J,12/15/15,04/30/17,282495,464383,-1066
,Total by Primary Sponsor,,,,,,,,522933,956351,7
011735 PUSAN NATIONAL UNIVERSITY,011735 PUSAN NATIONAL UNIVERSITY,6935076,C,P068000,AGREEMENT EFF. 06/01/2016,Short /Michael P,06/01/16,05/31/19,91143,434786,343644
,Total by Primary Sponsor,,,,,,,,91143,434786,343644
011747 StemBios,011747 StemBiosys,6929623,C,P402000,AGREEMENT EFFECTIVE 3/15/2014,Anderson /Daniel Griffith,03/15/14,03/15/16,-13108,929570,0
Primary Sponsor,Total by Primary Sponsor,,,,,,,,-13108,929570,0
011748 General Research Institute for Nonferrous Metals(GRINM),011748 General Research Institute for Nonferrous Metals(GRINM),6929542,C,P066000,RESEARCH AGREEMENT DTD 2/1/2014,Ceder /Gerbrand,02/01/14,08/31/17,77149,300000,48689
,,6932942,C,P060600,AGMT DTD 1/1/2016,Schmidt /Martin Arnold,01/01/16,12/31/20,393585,431450,-36785
,,6936565,C,P060600,AGMT DTD 1/1/2016,Schmidt /Martin Arnold,06/01/17,06/30/18,0,26250,26250
,,6936628,C,P060600,AGMT DTD 1/1/2016,Schmidt /Martin Arnold,05/01/17,06/30/18,0,22300,22300
,Total by Primary Sponsor,,,,,,,,470735,780000,60454
011753 Planet Lab,011753 Planet Labs,6933376,C,P061097,AGRMT DATED 10/1/15,Cahoy /Kerri,10/01/15,09/30/16,3517,36806,0
,Total by Primary Sponsor,,,,,,,,3517,36806,0
